account_id,ticket_id,ticket_created_date,ticket_resolved_date,priority,product_area,contact_channel,reported_by,customer_tier,company_size,region,users_affected,error_rate_pct,downtime_minutes,payment_impact,security_incident,data_loss,customer_sentiment,tickets_last_30_days,data_source
ACCT-075,TKT-196369,2024-02-11,2024-02-12 00:50:28,low,Notifications,Web Portal,Support Staff,Plus,Medium,EMEA,100,2.18,0,0,0,0,neutral,0,Support
ACCT-060,TKT-869933,2025-01-05,2025-01-06 17:21:40,low,Notifications,Email,Support Staff,Basic,Small,APAC,3,5.01,0,0,0,0,negative,2,Support
ACCT-017,TKT-281301,2023-08-19,2023-08-22 10:03:30,low,Mobile App,Email,Product Manager,Basic,Small,APAC,1,12.35,0,0,0,0,negative,3,Support
ACCT-036,TKT-704223,2024-10-12,2024-10-16 03:45:23,low,Notifications,Web Portal,DevOps,Basic,Small,APAC,3,1.06,13,0,0,0,neutral,1,Support
ACCT-083,TKT-866288,2023-09-06,2023-09-08 16:00:09,low,Analytics Dashboard,Live Chat,Support Staff,Basic,Medium,APAC,14,1.82,8,0,0,0,negative,3,Support
ACCT-102,TKT-908348,2025-01-11,2025-01-12 15:27:00,low,Analytics Dashboard,Live Chat,Finance,Plus,Medium,AMER,31,3.16,0,0,0,0,neutral,1,Support
ACCT-022,TKT-536754,2024-05-08,2024-05-09 12:00:09,low,Notifications,Web Portal,DevOps,Basic,Small,APAC,7,3.29,0,0,0,0,neutral,4,Support
ACCT-076,TKT-784488,2023-10-02,2023-10-06 13:00:51,low,Notifications,Web Portal,DevOps,Plus,Small,APAC,10,12.3,0,0,0,0,negative,2,Support
ACCT-076,TKT-762903,2025-02-06,2025-02-11 04:20:16,low,Notifications,Web Portal,DevOps,Basic,Small,APAC,2,0.6,0,0,0,0,neutral,4,Support
ACCT-083,TKT-434827,2024-06-26,2024-06-26 09:01:22,low,Mobile App,Web Portal,Support Staff,Plus,Medium,EMEA,10,0.0,0,0,0,0,neutral,4,Support
ACCT-083,TKT-831663,2024-12-04,2024-12-06 12:10:41,low,Mobile App,Live Chat,Support Staff,Basic,Small,APAC,7,2.36,0,0,0,0,neutral,4,Support
ACCT-043,TKT-511967,2024-01-13,2024-01-13 17:34:43,low,Mobile App,Web Portal,Product Manager,Basic,Small,APAC,2,5.7,0,0,0,0,negative,1,Support
ACCT-113,TKT-194458,2024-08-30,2024-09-02 14:44:03,low,Authentication,Email,Support Staff,Plus,Small,APAC,11,2.76,14,0,0,0,neutral,2,Support
ACCT-060,TKT-255202,2024-01-14,2024-01-15 20:47:53,low,Analytics Dashboard,Web Portal,Support Staff,Plus,Large,EMEA,129,3.49,0,0,0,0,neutral,6,Support
ACCT-024,TKT-881519,2023-10-14,2023-10-15 10:49:02,low,Mobile App,Email,Support Staff,Basic,Small,APAC,5,2.04,0,0,0,0,neutral,5,Support
ACCT-035,TKT-517885,2023-07-21,2023-07-23 10:07:16,low,Analytics Dashboard,Web Portal,Product Manager,Basic,Small,AMER,4,1.98,9,0,0,0,neutral,5,Support
ACCT-020,TKT-899049,2024-10-26,2024-10-27 21:04:32,low,Mobile App,Web Portal,Product Manager,Plus,Small,AMER,0,5.41,0,0,0,0,neutral,3,Support
ACCT-072,TKT-514521,2023-10-17,2023-10-19 02:13:48,low,Billing,Web Portal,DevOps,Basic,Small,APAC,6,0.3,0,0,1,0,neutral,4,Support
ACCT-060,TKT-871403,2025-01-06,2025-01-06 21:26:19,low,Mobile App,Live Chat,Finance,Basic,Small,APAC,1,1.56,18,0,0,0,neutral,3,Support
ACCT-043,TKT-914504,2024-11-18,2024-11-19 02:05:00,low,Analytics Dashboard,Web Portal,Executive,Plus,Medium,APAC,13,1.84,0,0,0,0,neutral,3,Support
ACCT-018,TKT-193946,2024-08-14,2024-08-15 09:32:38,low,Authentication,Email,Support Staff,Basic,Small,APAC,3,5.72,0,0,0,0,positive,1,Support
ACCT-035,TKT-465227,2023-09-24,2023-09-27 02:20:48,low,Authentication,Web Portal,Finance,Enterprise,Medium,EMEA,49,2.21,0,0,0,0,neutral,1,Support
ACCT-041,TKT-125382,2023-12-13,2023-12-14 09:16:42,low,Notifications,Web Portal,Support Staff,Enterprise,Medium,EMEA,94,1.55,0,0,0,0,neutral,6,Support
ACCT-106,TKT-961493,2024-04-08,2024-04-08 19:00:42,low,Analytics Dashboard,Live Chat,Support Staff,Basic,Small,APAC,2,2.12,4,0,0,0,neutral,2,Support
ACCT-060,TKT-957915,2024-08-26,2024-08-28 19:39:27,low,Notifications,Live Chat,DevOps,Plus,Medium,EMEA,25,5.16,0,0,0,0,neutral,6,Support
ACCT-060,TKT-894541,2024-01-26,2024-01-26 21:45:57,low,Mobile App,Web Portal,Executive,Enterprise,Medium,EMEA,14,0.42,0,0,0,0,negative,6,Support
ACCT-050,TKT-751168,2023-08-27,2023-08-27 13:59:43,low,Mobile App,Web Portal,Product Manager,Basic,Small,APAC,2,3.31,16,0,0,0,negative,4,Support
ACCT-021,TKT-114400,2023-10-30,2023-11-03 12:46:50,low,Mobile App,Live Chat,Support Staff,Enterprise,Medium,EMEA,31,1.6,0,0,0,0,neutral,1,Support
ACCT-064,TKT-571923,2024-05-17,2024-05-20 05:32:48,low,Authentication,Email,DevOps,Basic,Small,APAC,5,2.48,0,0,0,0,neutral,5,Support
ACCT-018,TKT-664139,2024-09-25,2024-09-25 06:09:24,low,Data Pipeline,Web Portal,DevOps,Basic,Medium,APAC,38,4.81,0,0,0,0,neutral,1,Support
ACCT-062,TKT-371222,2024-01-03,2024-01-03 22:08:32,low,Analytics Dashboard,Live Chat,Product Manager,Plus,Large,AMER,8,1.14,0,0,0,0,positive,5,Support
ACCT-022,TKT-248213,2024-12-13,2024-12-15 02:28:08,low,Notifications,Email,Support Staff,Basic,Small,APAC,8,6.95,7,0,0,0,neutral,3,Support
ACCT-072,TKT-652388,2023-06-19,2023-06-20 14:56:15,low,Notifications,Live Chat,Support Staff,Plus,Small,AMER,12,1.65,0,0,0,0,neutral,7,Support
ACCT-058,TKT-310445,2023-07-15,2023-07-16 02:57:11,low,Analytics Dashboard,Live Chat,Finance,Plus,Medium,APAC,35,3.89,0,0,0,0,neutral,3,Support
ACCT-036,TKT-108739,2025-02-22,2025-02-23 04:27:36,low,Analytics Dashboard,Email,DevOps,Basic,Small,APAC,9,5.08,7,0,0,0,neutral,6,Support
ACCT-013,TKT-993473,2023-08-08,2023-08-09 16:11:23,low,Authentication,Live Chat,Support Staff,Enterprise,Medium,EMEA,36,5.14,0,0,0,0,neutral,4,Support
ACCT-008,TKT-780956,2024-06-03,,low,Mobile App,Web Portal,Support Staff,Basic,Small,APAC,10,2.19,0,0,0,0,neutral,2,Support
ACCT-053,TKT-844162,2024-06-30,2024-07-01 00:40:15,low,Mobile App,Web Portal,Support Staff,Basic,Small,APAC,1,0.0,0,0,0,0,positive,1,Support
ACCT-079,TKT-726111,2023-09-10,2023-09-14 21:19:09,low,Analytics Dashboard,Phone,Support Staff,Plus,Large,AMER,643,0.64,0,0,0,0,,7,Support
ACCT-063,TKT-580233,2024-11-26,2024-11-26 11:53:49,low,Analytics Dashboard,Email,Support Staff,Plus,Medium,EMEA,12,0.48,0,0,0,0,neutral,1,Support
ACCT-013,TKT-359409,2024-12-26,2024-12-31 03:38:19,low,Mobile App,Web Portal,Product Manager,Basic,Small,AMER,2,3.46,2,0,0,0,neutral,3,Support
ACCT-060,TKT-880550,2024-11-24,2024-11-25 07:43:10,low,Data Pipeline,Web Portal,Support Staff,Plus,Medium,EMEA,36,2.69,0,0,0,0,neutral,2,Support
ACCT-073,TKT-472640,2023-11-08,2023-11-08 05:38:03,low,Mobile App,Email,Product Manager,Basic,Small,APAC,6,0.63,0,0,0,0,neutral,4,Support
ACCT-036,TKT-625600,2024-04-05,2024-04-06 01:08:28,low,Authentication,Web Portal,Finance,Plus,Small,AMER,7,0.67,11,0,0,0,neutral,2,Support
ACCT-010,TKT-505977,2024-03-09,2024-03-13 01:06:14,low,Mobile App,Live Chat,Support Staff,Plus,Small,AMER,1,0.77,17,0,0,0,neutral,1,Support
ACCT-106,TKT-336540,2023-07-01,2023-07-06 09:21:53,low,Mobile App,Web Portal,Support Staff,Basic,Small,APAC,11,2.2,0,0,0,0,neutral,3,Support
ACCT-041,TKT-243928,2023-11-03,2023-11-04 11:22:56,low,Mobile App,Live Chat,DevOps,Plus,Medium,AMER,60,0.0,7,0,0,0,negative,2,Support
ACCT-077,TKT-810929,2023-08-29,2023-09-01 11:02:42,low,Analytics Dashboard,Phone,Support Staff,Plus,Medium,AMER,9,0.55,0,0,0,0,negative,4,Support
ACCT-037,TKT-537605,2025-02-17,2025-02-21 13:40:42,low,Billing,Web Portal,Finance,Enterprise,Large,APAC,14,0.0,0,0,0,0,positive,8,Support
ACCT-018,TKT-427557,2024-02-02,2024-02-04 13:10:20,low,Mobile App,Web Portal,Support Staff,Plus,Medium,EMEA,11,0.0,36,0,0,0,neutral,3,Support
ACCT-079,TKT-316800,2025-02-09,2025-02-10 10:07:43,low,Billing,Live Chat,Support Staff,Basic,Small,APAC,27,2.8,0,0,0,0,neutral,1,Support
ACCT-011,TKT-312137,2023-10-20,2023-10-22 14:11:39,low,Mobile App,Email,Support Staff,Basic,Small,APAC,4,4.15,33,0,0,0,negative,2,Support
ACCT-036,TKT-649249,2023-10-20,2023-10-21 08:07:09,low,Analytics Dashboard,Web Portal,DevOps,Plus,Medium,APAC,36,0.71,17,0,0,0,neutral,1,Support
ACCT-035,TKT-907455,2023-10-17,2023-10-18 20:35:43,low,Mobile App,Live Chat,Product Manager,Plus,Medium,APAC,37,4.88,0,0,0,0,neutral,3,Support
ACCT-043,TKT-265725,2023-10-27,2023-10-30 00:09:32,low,Notifications,Email,Product Manager,Basic,Small,APAC,3,6.9,12,0,0,0,neutral,4,Support
ACCT-083,TKT-854388,2024-04-21,2024-04-21 10:10:38,low,Analytics Dashboard,Live Chat,Support Staff,Plus,Medium,AMER,9,2.47,0,0,0,0,neutral,0,Support
ACCT-076,TKT-252591,2023-09-30,2023-09-30 20:21:07,low,Analytics Dashboard,Web Portal,Product Manager,Plus,Medium,APAC,38,1.63,0,0,0,0,neutral,4,Support
ACCT-050,TKT-534152,2023-07-01,2023-07-04 16:49:55,low,Authentication,Email,Support Staff,Basic,Small,AMER,4,8.24,0,0,0,0,neutral,2,Support
ACCT-043,TKT-961613,2024-07-26,2024-07-27 07:33:53,low,Authentication,Web Portal,Support Staff,Basic,Small,AMER,6,13.12,0,0,0,0,neutral,3,Support
ACCT-036,TKT-237935,2024-03-07,2024-03-07 17:28:06,low,Data Pipeline,Phone,Support Staff,Basic,Medium,APAC,23,10.0,0,0,0,0,neutral,1,Support
ACCT-027,TKT-746915,2023-12-07,2023-12-07 06:32:02,low,Mobile App,Live Chat,Product Manager,Plus,Small,APAC,3,4.11,0,0,0,0,neutral,2,Support
ACCT-013,TKT-725329,2024-02-29,2024-03-02 17:20:38,low,Mobile App,Web Portal,Support Staff,Basic,Small,APAC,8,6.5,5,0,0,0,neutral,3,Support
ACCT-076,TKT-183336,2024-01-24,2024-01-25 00:38:49,low,Analytics Dashboard,Web Portal,DevOps,Basic,Small,AMER,2,2.51,6,0,0,0,neutral,2,Support
ACCT-020,TKT-591534,2024-10-01,2024-10-01 15:53:26,low,Analytics Dashboard,Phone,Support Staff,Plus,Large,EMEA,155,2.39,0,0,0,0,negative,5,Support
ACCT-079,TKT-596864,2024-06-17,2024-06-17 20:20:15,low,Mobile App,Email,Support Staff,Enterprise,Medium,EMEA,2,1.76,0,0,0,0,neutral,4,Support
ACCT-024,TKT-528436,2023-10-19,2023-10-19 18:31:19,low,Analytics Dashboard,Email,Support Staff,Plus,Small,AMER,0,0.5,12,0,0,0,neutral,2,Support
ACCT-056,TKT-333365,2023-06-16,2023-06-21 03:21:50,low,Analytics Dashboard,Web Portal,Support Staff,Enterprise,Medium,EMEA,42,3.52,0,0,0,0,neutral,4,Support
ACCT-085,TKT-560623,2023-12-25,2023-12-28 15:32:59,low,Notifications,Live Chat,Support Staff,Enterprise,Medium,EMEA,29,9.85,0,0,0,0,neutral,2,Support
ACCT-050,TKT-579770,2025-02-21,2025-02-23 03:15:28,low,Notifications,Web Portal,Support Staff,Basic,Small,APAC,3,1.76,36,0,0,0,neutral,1,Support
ACCT-020,TKT-737460,2024-02-08,2024-02-09 20:19:26,low,Mobile App,Email,Support Staff,Enterprise,Medium,EMEA,40,1.44,0,0,0,0,positive,2,Support
ACCT-041,TKT-878533,2024-06-24,2024-06-27 09:32:05,low,Analytics Dashboard,Live Chat,Finance,Plus,Medium,AMER,6,0.56,14,0,0,0,neutral,2,Support
ACCT-065,TKT-838315,2025-01-06,2025-01-08 15:49:11,low,Notifications,Web Portal,Support Staff,Basic,Small,APAC,42,3.96,0,0,0,0,neutral,1,Support
ACCT-035,TKT-967182,2023-07-10,2023-07-12 06:49:35,low,Analytics Dashboard,Email,Support Staff,Basic,Small,AMER,6,0.73,23,0,0,0,neutral,4,Support
ACCT-036,TKT-663996,2023-07-14,2023-07-18 14:51:12,low,Notifications,Web Portal,DevOps,Plus,Medium,APAC,41,4.55,0,0,0,0,neutral,2,Support
ACCT-036,TKT-506216,2024-07-10,2024-07-16 03:12:51,low,Analytics Dashboard,Phone,Support Staff,Plus,Large,EMEA,37,0.86,0,0,0,0,negative,6,Support
ACCT-055,TKT-299072,2024-11-10,2024-11-13 16:47:07,low,Notifications,Web Portal,Executive,Basic,Small,APAC,3,4.07,0,0,0,0,neutral,0,Support
ACCT-060,TKT-911259,2024-03-25,2024-03-26 21:37:37,low,Authentication,Email,DevOps,Basic,Small,AMER,4,4.43,0,0,0,0,neutral,5,Support
ACCT-110,TKT-742917,2024-03-19,2024-03-21 00:01:47,low,Analytics Dashboard,Email,Support Staff,Plus,Large,AMER,128,0.5,0,0,0,0,negative,3,Support
ACCT-020,TKT-586097,2023-07-26,2023-07-29 04:58:51,low,Analytics Dashboard,Email,Support Staff,Basic,Small,EMEA,5,7.19,0,0,0,0,neutral,1,Support
ACCT-078,TKT-288503,2024-09-05,2024-09-05 12:06:16,low,Mobile App,Web Portal,Product Manager,Plus,Medium,EMEA,25,2.7,0,0,0,0,negative,3,Support
ACCT-101,TKT-241879,2025-01-20,2025-01-25 07:14:47,low,Mobile App,Email,DevOps,Basic,Small,APAC,0,5.25,3,0,0,0,neutral,3,Support
ACCT-101,TKT-287567,2024-07-07,2024-07-08 18:49:16,low,Billing,Web Portal,Support Staff,Basic,Small,APAC,3,6.88,12,0,0,0,neutral,2,Support
ACCT-067,TKT-311741,2024-09-07,2024-09-09 15:22:23,low,Mobile App,Web Portal,Executive,Plus,Small,AMER,0,4.43,0,0,0,0,neutral,1,Support
ACCT-083,TKT-780081,2024-09-08,2024-09-08 12:04:55,low,Mobile App,Live Chat,Finance,Plus,Medium,AMER,22,7.67,0,0,0,0,neutral,2,Support
ACCT-076,TKT-219710,2023-11-15,2023-11-18 09:15:11,low,Notifications,Email,Support Staff,Basic,Small,APAC,6,1.06,17,0,0,0,positive,4,Support
ACCT-045,TKT-841635,2024-09-03,2024-09-05 21:07:05,low,Analytics Dashboard,Email,Product Manager,Basic,Small,APAC,4,0.45,24,0,0,0,neutral,2,Support
ACCT-025,TKT-741804,2024-06-28,2024-07-01 10:34:19,low,Authentication,Web Portal,DevOps,Basic,Small,APAC,3,4.0,0,0,0,0,neutral,0,Support
ACCT-041,TKT-905579,2023-11-11,2023-11-12 15:09:08,low,Notifications,Email,Support Staff,Plus,Medium,EMEA,36,2.44,0,0,0,0,neutral,5,Support
ACCT-076,TKT-791567,2023-11-22,2023-11-26 23:34:43,low,Analytics Dashboard,Phone,Support Staff,Plus,Small,AMER,1,3.61,0,0,0,0,negative,1,Support
ACCT-083,TKT-906519,2023-11-01,2023-11-01 18:22:25,low,Billing,Live Chat,DevOps,Plus,Medium,AMER,1,1.11,0,0,0,0,neutral,2,Support
ACCT-041,TKT-905967,2023-07-23,2023-07-24 19:27:56,low,Notifications,Web Portal,Support Staff,Basic,Small,APAC,0,7.06,0,0,0,0,neutral,2,Support
ACCT-018,TKT-237962,2024-08-30,2024-08-31 06:08:44,low,Analytics Dashboard,Email,Support Staff,Plus,Small,APAC,4,0.87,26,0,0,0,neutral,2,Support
ACCT-023,TKT-112800,2023-12-25,2023-12-25 03:01:56,low,Analytics Dashboard,Email,Support Staff,Plus,Large,AMER,135,0.37,0,0,0,0,positive,1,Support
ACCT-076,TKT-946677,2024-09-12,2024-09-14 04:08:26,low,Mobile App,Live Chat,Support Staff,Plus,Medium,AMER,37,8.45,0,0,0,0,neutral,4,Support
ACCT-043,TKT-327408,2023-06-06,2023-06-08 17:39:15,low,Notifications,Live Chat,Support Staff,Plus,Small,AMER,1,7.81,0,0,0,0,neutral,4,Support
ACCT-058,TKT-563339,2025-01-23,2025-01-26 00:36:41,low,Analytics Dashboard,Web Portal,Executive,Enterprise,Medium,EMEA,11,0.35,0,0,0,0,neutral,4,Support
ACCT-078,TKT-673929,2023-08-21,,low,Analytics Dashboard,Web Portal,Finance,Plus,Large,AMER,138,2.57,0,0,0,0,neutral,4,Support
ACCT-022,TKT-965339,2024-03-11,2024-03-13 19:12:14,low,Notifications,Email,Product Manager,Plus,Medium,EMEA,46,6.43,0,0,0,0,negative,0,Support
ACCT-059,TKT-785010,2023-12-30,2023-12-30 08:35:08,low,Mobile App,Live Chat,Finance,Plus,Medium,EMEA,18,9.28,0,0,0,0,negative,2,Support
ACCT-104,TKT-799396,2024-05-23,2024-05-23 07:33:06,low,Analytics Dashboard,Phone,Support Staff,Enterprise,Medium,EMEA,70,0.5,0,0,0,0,,6,Support
ACCT-060,TKT-191962,2025-01-12,2025-01-16 06:12:37,low,Notifications,Web Portal,Product Manager,Basic,Small,APAC,3,9.99,8,0,0,0,neutral,4,Support
ACCT-020,TKT-269172,2023-07-21,2023-07-21 13:41:36,low,Mobile App,Web Portal,Product Manager,Basic,Small,APAC,3,14.49,8,0,0,0,neutral,6,Support
ACCT-026,TKT-723870,2024-03-18,2024-03-20 18:03:37,low,Analytics Dashboard,Web Portal,Support Staff,Plus,Small,AMER,1,1.17,22,0,0,0,neutral,4,Support
ACCT-077,TKT-577456,2025-01-07,2025-01-10 20:36:48,low,Mobile App,Live Chat,DevOps,Basic,Small,APAC,1,9.22,0,0,0,0,neutral,0,Support
ACCT-025,TKT-905843,2025-01-13,2025-01-14 13:14:57,low,Notifications,Phone,DevOps,Plus,Medium,AMER,29,11.68,0,0,0,0,neutral,0,Support
ACCT-053,TKT-960109,2024-04-02,2024-04-03 09:29:07,low,Notifications,Live Chat,DevOps,Plus,Medium,EMEA,50,6.44,0,0,0,0,neutral,1,Support
ACCT-041,TKT-168079,2023-08-09,2023-08-12 15:39:37,low,Authentication,Web Portal,Finance,Plus,Small,AMER,13,5.78,0,0,0,0,positive,3,Support
ACCT-041,TKT-387748,2024-03-26,2024-03-28 01:05:21,low,Analytics Dashboard,Web Portal,Product Manager,Basic,Small,APAC,2,2.45,59,0,0,0,neutral,2,Support
ACCT-031,TKT-829630,2024-05-03,2024-05-05 07:35:05,low,Analytics Dashboard,Web Portal,Product Manager,Plus,Small,AMER,5,2.24,10,0,0,0,neutral,1,Support
ACCT-060,TKT-865175,2024-01-01,2024-01-03 18:11:12,low,Mobile App,Web Portal,Support Staff,Basic,Small,AMER,2,2.24,36,0,0,0,negative,1,Support
ACCT-078,TKT-822106,2024-11-23,2024-11-29 05:29:54,low,Notifications,Email,Support Staff,Basic,Small,AMER,9,9.22,5,0,0,0,neutral,3,Support
ACCT-035,TKT-401137,2025-02-09,2025-02-14 05:58:16,low,Notifications,Phone,Support Staff,Plus,Medium,AMER,0,0.92,26,0,0,0,neutral,3,Support
ACCT-038,TKT-650912,2024-08-11,2024-08-13 17:45:59,low,Analytics Dashboard,Web Portal,Support Staff,Basic,Small,AMER,7,4.18,0,0,0,0,negative,2,Support
ACCT-041,TKT-236014,2025-01-09,2025-01-15 12:28:10,low,Mobile App,Web Portal,Support Staff,Basic,Small,APAC,8,1.12,0,0,0,0,neutral,0,Support
ACCT-043,TKT-762550,2025-02-19,2025-02-21 11:53:46,low,Notifications,Email,Support Staff,Plus,Medium,APAC,9,3.25,0,0,0,0,neutral,3,Support
ACCT-043,TKT-739008,2024-10-22,2024-10-24 03:33:04,low,Mobile App,Web Portal,Finance,Plus,Medium,AMER,12,7.02,0,0,0,0,neutral,4,Support
ACCT-060,TKT-101657,2024-01-25,2024-01-28 07:45:30,low,Data Pipeline,Email,Product Manager,Plus,Medium,EMEA,11,7.17,0,0,0,0,negative,1,Support
ACCT-020,TKT-223654,2023-09-30,2023-09-30 06:17:43,low,Notifications,Email,Support Staff,Basic,Small,APAC,3,2.54,9,0,0,0,neutral,1,Support
ACCT-076,TKT-534153,2023-12-30,2024-01-02 22:49:03,low,Analytics Dashboard,Live Chat,Finance,Enterprise,Medium,EMEA,11,0.14,10,0,0,0,neutral,6,Support
ACCT-043,TKT-768470,2023-07-17,2023-07-18 10:34:45,low,Analytics Dashboard,Email,Support Staff,Basic,Medium,APAC,6,6.62,10,0,0,0,negative,3,Support
ACCT-041,TKT-395307,2024-01-04,2024-01-04 04:38:02,low,Notifications,Web Portal,Product Manager,Basic,Small,APAC,1,7.11,0,0,0,0,neutral,1,Support
ACCT-010,TKT-631302,2024-02-16,2024-02-19 21:07:36,low,Analytics Dashboard,Email,Support Staff,Basic,Small,APAC,3,1.33,0,0,0,0,neutral,1,Support
ACCT-032,TKT-819150,2024-12-15,,low,Billing,Web Portal,Finance,Plus,Small,AMER,6,1.01,0,0,0,0,neutral,2,Support
ACCT-035,TKT-745915,2024-05-07,2024-05-08 11:20:22,low,Billing,Web Portal,Support Staff,Basic,Small,AMER,4,6.83,11,0,0,0,neutral,2,Support
ACCT-076,TKT-974329,2023-06-30,2023-07-04 05:00:31,low,Mobile App,Live Chat,DevOps,Plus,Medium,EMEA,15,7.54,0,0,0,0,neutral,1,Support
ACCT-079,TKT-597549,2024-05-12,2024-05-17 02:25:45,low,Notifications,Live Chat,Support Staff,Basic,Small,APAC,3,2.87,35,0,0,0,neutral,4,Support
ACCT-058,TKT-757667,2023-07-07,2023-07-09 22:41:43,low,Billing,Email,DevOps,Plus,Medium,AMER,136,1.12,0,0,0,0,neutral,0,Support
ACCT-045,TKT-451387,2024-09-14,2024-09-18 18:17:42,low,Analytics Dashboard,Phone,Support Staff,Basic,Small,AMER,1,3.22,5,0,0,0,neutral,4,Support
ACCT-036,TKT-878656,2024-09-16,2024-09-19 20:01:39,low,Billing,Email,Support Staff,Plus,Small,AMER,37,0.54,0,0,0,0,positive,1,Support
ACCT-079,TKT-860180,2023-07-28,2023-08-01 05:37:20,low,Mobile App,Web Portal,Support Staff,Plus,Small,AMER,13,0.0,22,0,0,0,neutral,3,Support
ACCT-041,TKT-705445,2024-04-19,,low,Authentication,Web Portal,Finance,Enterprise,Medium,EMEA,53,2.3,0,0,0,0,neutral,1,Support
ACCT-001,TKT-470771,2024-05-05,2024-05-08 22:48:44,low,Notifications,Email,DevOps,Basic,Small,APAC,2,2.83,0,0,0,0,neutral,2,Support
ACCT-040,TKT-132687,2023-08-07,2023-08-12 19:30:20,low,Mobile App,Phone,Support Staff,Plus,Small,AMER,14,7.48,0,0,0,0,neutral,5,Support
ACCT-043,TKT-983326,2024-05-13,2024-05-19 03:04:42,low,Analytics Dashboard,Email,Finance,Plus,Medium,EMEA,28,3.14,2,0,0,0,neutral,3,Support
ACCT-031,TKT-724103,2023-11-17,2023-11-19 12:55:58,low,Analytics Dashboard,Live Chat,Support Staff,Plus,Small,APAC,14,0.94,18,0,0,0,neutral,3,Support
ACCT-011,TKT-839525,2023-09-28,2023-10-02 11:50:58,low,Mobile App,Email,DevOps,Basic,Small,APAC,5,2.26,0,0,0,0,negative,5,Support
ACCT-043,TKT-191014,2024-04-18,2024-04-21 07:56:54,low,Billing,Live Chat,Support Staff,Basic,Small,EMEA,3,3.37,0,0,0,0,neutral,0,Support
ACCT-026,TKT-969749,2024-10-21,2024-10-25 14:40:58,low,Analytics Dashboard,Live Chat,Executive,Basic,Medium,APAC,43,0.9,0,0,0,0,neutral,3,Support
ACCT-043,TKT-217683,2024-04-05,2024-04-05 23:16:37,low,Notifications,Web Portal,Support Staff,Basic,Small,APAC,5,2.67,0,0,0,0,positive,7,Support
ACCT-021,TKT-197102,2024-06-18,2024-06-21 20:11:44,low,Mobile App,Email,Support Staff,Plus,Medium,EMEA,25,1.0,12,0,0,0,neutral,3,Support
ACCT-076,TKT-624344,2024-08-28,2024-08-30 05:06:34,low,Analytics Dashboard,Email,DevOps,Basic,Small,APAC,3,0.63,10,0,0,0,neutral,1,Support
ACCT-063,TKT-868020,2023-11-05,2023-11-05 20:54:10,low,Analytics Dashboard,Web Portal,Support Staff,Enterprise,Medium,EMEA,19,0.53,0,0,0,0,negative,1,Support
ACCT-036,TKT-906859,2024-11-18,2024-11-19 08:15:11,low,Authentication,Web Portal,Support Staff,Plus,Small,AMER,23,1.76,0,0,0,0,negative,2,Support
ACCT-037,TKT-809589,2023-09-09,2023-09-13 03:03:42,low,Notifications,Email,Product Manager,Basic,Small,APAC,15,6.24,0,0,0,0,neutral,4,Support
ACCT-051,TKT-506415,2023-10-14,2023-10-14 22:16:09,low,Data Pipeline,Email,Product Manager,Plus,Medium,EMEA,40,2.36,0,0,0,0,neutral,1,Support
ACCT-048,TKT-146168,2024-11-16,2024-11-16 14:17:46,low,Analytics Dashboard,Web Portal,Support Staff,Basic,Small,APAC,4,2.08,0,0,0,0,neutral,0,Support
ACCT-064,TKT-148381,2025-01-29,2025-02-02 13:29:21,low,Billing,Email,Support Staff,Basic,Small,APAC,2,5.2,7,0,0,0,neutral,0,Support
ACCT-083,TKT-427659,2023-09-14,2023-09-16 06:49:04,low,Notifications,Web Portal,Support Staff,Plus,Medium,APAC,33,7.6,0,0,0,0,neutral,1,Support
ACCT-020,TKT-320039,2023-06-24,2023-06-26 13:45:24,low,Mobile App,Email,Support Staff,Basic,Small,APAC,8,1.29,0,0,0,0,neutral,1,Support
ACCT-043,TKT-658131,2024-04-24,2024-04-24 21:50:43,low,Analytics Dashboard,Phone,Support Staff,Enterprise,Medium,EMEA,13,1.73,0,0,0,0,negative,3,Support
ACCT-050,TKT-385898,2024-04-22,2024-04-25 18:04:57,low,Analytics Dashboard,Email,DevOps,Plus,Medium,EMEA,10,1.04,7,0,0,0,neutral,6,Support
ACCT-035,TKT-753205,2023-10-31,2023-10-31 17:57:39,low,Analytics Dashboard,Email,Product Manager,Enterprise,Large,AMER,183,0.16,0,0,0,0,negative,7,Support
ACCT-018,TKT-467335,2024-12-25,2024-12-27 06:03:04,low,Notifications,Email,Support Staff,Basic,Small,APAC,0,2.94,46,0,0,0,neutral,2,Support
ACCT-076,TKT-838568,2024-12-14,2024-12-15 09:03:18,low,Mobile App,Live Chat,Support Staff,Plus,Medium,APAC,21,2.1,12,0,0,0,positive,2,Support
ACCT-041,TKT-426503,2024-03-17,2024-03-19 13:19:14,low,Notifications,Web Portal,Support Staff,Basic,Small,APAC,5,1.01,0,0,0,0,neutral,4,Support
ACCT-041,TKT-153190,2025-02-17,2025-02-21 18:20:28,low,Authentication,Email,Support Staff,Plus,Medium,EMEA,45,3.94,0,0,0,0,negative,4,Support
ACCT-053,TKT-152906,2023-10-12,2023-10-12 06:49:18,low,Billing,Web Portal,Support Staff,Basic,Small,APAC,0,0.4,11,0,0,0,neutral,2,Support
ACCT-027,TKT-510954,2023-09-17,2023-09-18 15:39:49,low,Mobile App,Live Chat,DevOps,Basic,Small,APAC,2,0.0,31,0,0,0,neutral,1,Support
