account_id,company_name,industry,company_size_tier,annual_revenue_usd,employee_count,headquarters,opportunity_id,sales_rep,sales_manager,sales_region,product_name,product_category,list_price,deal_stage,deal_created_date,deal_closed_date,deal_value,loss_reason,data_source
ACCT-017,KeyStone Innovations,Technology,Large,1712.68,3194,United States,OPP-76784,Nadia Volkov,Rachel Torres,East,NovaPulse Standard,NovaPulse,1096,Won,2024-09-25,2024-09-28,1076.0,,CRM
ACCT-051,IvyBridge Staffing,Professional Services,Large,882.12,2769,United States,OPP-74686,Andre Moreau,Michael Chen,East,NovaEdge Lite,NovaEdge,55,Won,2024-03-24,2024-07-13,53.0,,CRM
ACCT-080,PebbleBrook Retail,Retail,Small,71.12,144,United States,OPP-21915,Suki Tanaka,Michael Chen,East,NovaPulse Starter,NovaPulse,550,Won,2023-11-16,2024-05-02,492.0,,CRM
ACCT-033,ThunderBay Retail,Retail,Medium,223.8,299,United States,OPP-16175,Mei Lin Zhang,Brian Nakamura,West,NovaPulse Enterprise,NovaPulse,5482,Won,2024-09-05,2024-11-20,5745.0,,CRM
ACCT-017,KeyStone Innovations,Technology,Large,1712.68,3194,United States,OPP-24371,Suki Tanaka,Michael Chen,East,NovaPulse Professional,NovaPulse,4821,Won,2023-09-24,2023-12-24,4905.0,,CRM
ACCT-067,CrossPoint Retail,Retail,Large,1376.8,1165,Belgium,OPP-30033,Marcus Webb,David Kim,Central,NovaEdge Lite,NovaEdge,55,Won,2024-02-11,2024-02-12,55.0,,CRM
ACCT-043,AlphaCore Technologies,Technology,Enterprise,7708.38,13756,United States,OPP-92240,Victor Tang,Michael Chen,East,NovaPulse Standard,NovaPulse,1096,Won,2024-06-28,2024-07-09,1189.0,,CRM
ACCT-064,UrbanLink Telecom,Telecommunications,Enterprise,1699.85,5108,United States,OPP-30969,Fatima Al-Rashid,Amanda Foster,West,NovaPulse Starter,NovaPulse,550,Won,2024-08-03,2024-11-30,432.0,,CRM
ACCT-010,EliteWave Media,Media & Entertainment,Enterprise,4269.9,6472,United States,OPP-99192,Oliver Dubois,Brian Nakamura,West,NovaPulse Standard,NovaPulse,1096,Won,2024-05-23,2024-06-04,935.0,,CRM
ACCT-038,WestBridge Medical,Healthcare,Large,3178.24,4540,United States,OPP-65333,Derek Johnson,Sarah Mitchell,Central,NovaPulse Enterprise,NovaPulse,5482,Won,2024-05-12,2024-05-23,5536.0,,CRM
ACCT-085,Horizon Marketing,Marketing & Advertising,Large,2173.98,2928,United States,OPP-88172,Raj Patel,Sarah Mitchell,Central,NovaEdge Advanced,NovaEdge,3393,Won,2024-04-28,2024-05-12,3785.0,,CRM
ACCT-082,RavenCroft Studios,Media & Entertainment,Medium,324.19,978,United States,OPP-18326,Noah Kim,Amanda Foster,West,NovaPulse Starter,NovaPulse,550,Won,2024-01-20,2024-05-16,550.0,,CRM
ACCT-059,QuantumShift Tech,Technology,Large,1008.06,1238,United States,OPP-60432,Anika Larsson,Sarah Mitchell,Central,NovaPulse Starter,NovaPulse,550,Won,2023-11-21,2024-05-02,551.0,,CRM
ACCT-035,TrueNorth Electronics,Technology,Enterprise,8170.38,16499,Korea,OPP-60019,Noah Kim,Amanda Foster,West,NovaEdge Advanced,NovaEdge,3393,Won,2024-02-12,2024-02-22,3661.0,,CRM
ACCT-037,Vanguard Marketing Group,Marketing & Advertising,Enterprise,2403.58,8801,United States,OPP-88104,Raj Patel,Sarah Mitchell,Central,NovaPulse Standard,NovaPulse,1096,Won,2024-10-19,2024-10-22,1200.0,,CRM
ACCT-009,EaglePoint Commerce,Retail,Large,718.62,2448,United States,OPP-71348,Sofia Martinez,Sarah Mitchell,Central,NovaPulse Starter,NovaPulse,550,Won,2024-08-10,2024-11-09,672.0,,CRM
ACCT-056,NetPulse Technologies,Technology,Enterprise,2938.67,8775,Panama,OPP-79352,Derek Johnson,Sarah Mitchell,Central,NovaEdge Advanced,NovaEdge,3393,Won,2024-09-23,2025-01-01,3131.0,,CRM
ACCT-060,RedCedar Software,Software,Enterprise,6354.87,16780,United States,OPP-42953,Oliver Dubois,Brian Nakamura,West,NovaPulse Enterprise,NovaPulse,5482,Won,2024-03-11,2024-05-07,5698.0,,CRM
ACCT-002,BioVantage Labs,Healthcare,Medium,251.41,495,United States,OPP-82512,James Okafor,Rachel Torres,East,NovaPulse Standard,NovaPulse,1096,Won,2024-02-10,2024-05-10,1036.0,,CRM
ACCT-074,JuniperRock Capital,Financial Services,Medium,646.1,883,United States,OPP-11504,Amira Diallo,Michael Chen,East,NovaPulse Professional,NovaPulse,4821,Won,2023-11-19,2024-04-17,4689.0,,CRM
ACCT-018,LakeView Software,Software,Enterprise,4618.0,10083,United States,OPP-99166,Raj Patel,Sarah Mitchell,Central,NovaPulse Starter,NovaPulse,550,Won,2024-01-11,2024-03-21,541.0,,CRM
ACCT-018,LakeView Software,Software,Enterprise,4618.0,10083,United States,OPP-25014,Leila Hassan,David Kim,Central,NovaPulse Starter,NovaPulse,550,Won,2023-11-04,2024-04-14,672.0,,CRM
ACCT-004,ClearView Health,Healthcare,Large,587.34,1356,Philipines,OPP-99353,Owen McCarthy,David Kim,Central,NovaPulse Starter,NovaPulse,550,Won,2024-01-11,2024-05-05,600.0,,CRM
ACCT-061,SkyBridge Marketing,Marketing & Advertising,Small,45.39,100,United States,OPP-80381,Owen McCarthy,David Kim,Central,NovaPulse Professional,NovaPulse,4821,Won,2024-04-01,2024-08-01,4432.0,,CRM
ACCT-075,KestrelWing Services,Business Services,Enterprise,2041.73,5276,United States,OPP-44973,Maya Chen,Sarah Mitchell,Central,NovaEdge Lite,NovaEdge,55,Won,2023-12-19,2024-04-18,52.0,,CRM
ACCT-056,NetPulse Technologies,Technology,Enterprise,2938.67,8775,Panama,OPP-94012,Tyler Brooks,David Kim,Central,NovaPulse Standard,NovaPulse,1096,Won,2024-05-12,2024-09-02,1102.0,,CRM
ACCT-074,JuniperRock Capital,Financial Services,Medium,646.1,883,United States,OPP-54587,Nadia Volkov,Rachel Torres,East,NovaPulse Starter,NovaPulse,550,Won,2023-09-26,2023-12-14,540.0,,CRM
ACCT-063,TideWater Retail,Retail,Enterprise,2214.94,5374,United States,OPP-24621,Noah Kim,Amanda Foster,West,NovaPulse Professional,NovaPulse,4821,Won,2024-02-12,2024-02-21,4869.0,,CRM
ACCT-061,SkyBridge Marketing,Marketing & Advertising,Small,45.39,100,United States,OPP-48469,Marcus Webb,David Kim,Central,NovaPulse Starter,NovaPulse,550,Won,2024-02-04,2024-02-15,538.0,,CRM
ACCT-011,Falcon Software,Software,Large,2714.9,2641,United States,OPP-66985,Derek Johnson,Sarah Mitchell,Central,NovaEdge Advanced,NovaEdge,3393,Won,2024-06-14,2024-06-25,3352.0,,CRM
ACCT-072,HavenCrest Communications,Telecommunications,Enterprise,5266.09,8595,United States,OPP-30730,Leila Hassan,David Kim,Central,NovaPulse Starter,NovaPulse,550,Won,2024-09-05,2024-12-03,637.0,,CRM
ACCT-003,BrightPath Medical,Healthcare,Large,647.18,1185,Kenya,OPP-69470,Owen McCarthy,David Kim,Central,NovaPulse Standard,NovaPulse,1096,Won,2024-06-10,2024-09-07,1071.0,,CRM
ACCT-056,NetPulse Technologies,Technology,Enterprise,2938.67,8775,Panama,OPP-10425,Owen McCarthy,David Kim,Central,NovaEdge Advanced,NovaEdge,3393,Won,2024-04-28,2024-08-26,2683.0,,CRM
ACCT-012,FreshStart Medical,Healthcare,Small,4.54,9,United States,OPP-44522,Noah Kim,Amanda Foster,West,NovaPulse Professional,NovaPulse,4821,Won,2024-10-16,2024-10-29,4580.0,,CRM
ACCT-014,HarborView Digital,Software,Small,98.79,96,United States,OPP-75612,Grace Adeyemi,Amanda Foster,West,NovaEdge Lite,NovaEdge,55,Won,2023-11-23,2023-12-14,47.0,,CRM
ACCT-068,DuskValley Trading,Retail,Medium,167.89,493,Romania,OPP-33416,Amira Diallo,Michael Chen,East,NovaPulse Professional,NovaPulse,4821,Won,2023-11-22,2023-12-03,4711.0,,CRM
ACCT-042,ZenithMart,Retail,Large,702.72,1831,United States,OPP-76542,Nadia Volkov,Rachel Torres,East,NovaEdge Lite,NovaEdge,55,Won,2023-11-23,2023-12-03,50.0,,CRM
ACCT-009,EaglePoint Commerce,Retail,Large,718.62,2448,United States,OPP-23947,Raj Patel,Sarah Mitchell,Central,NovaPulse Enterprise,NovaPulse,5482,Won,2024-04-21,2024-07-07,4749.0,,CRM
ACCT-003,BrightPath Medical,Healthcare,Large,647.18,1185,Kenya,OPP-91959,Owen McCarthy,David Kim,Central,NovaEdge Lite,NovaEdge,55,Won,2024-05-30,2024-06-10,54.0,,CRM
ACCT-060,RedCedar Software,Software,Enterprise,6354.87,16780,United States,OPP-49117,Liam Porter,Amanda Foster,West,NovaPulse Enterprise,NovaPulse,5482,Won,2024-01-24,2024-01-27,4761.0,,CRM
ACCT-011,Falcon Software,Software,Large,2714.9,2641,United States,OPP-93748,Priya Nair,David Kim,Central,NovaEdge Advanced,NovaEdge,3393,Won,2024-05-26,2024-07-12,3458.0,,CRM
ACCT-067,CrossPoint Retail,Retail,Large,1376.8,1165,Belgium,OPP-76540,Marcus Webb,David Kim,Central,NovaPulse Starter,NovaPulse,550,Won,2024-02-10,2024-05-19,628.0,,CRM
ACCT-044,BluePeak Marketing,Marketing & Advertising,Large,375.43,1190,United States,OPP-89818,Tyler Brooks,David Kim,Central,NovaEdge Advanced,NovaEdge,3393,Won,2024-08-19,2024-12-11,3830.0,,CRM
ACCT-011,Falcon Software,Software,Large,2714.9,2641,United States,OPP-36071,Owen McCarthy,David Kim,Central,NovaEdge Advanced,NovaEdge,3393,Won,2023-08-25,2024-01-04,3269.0,,CRM
ACCT-049,GoldLeaf Services,Business Services,Large,405.59,1179,Brazil,OPP-30032,Grace Adeyemi,Amanda Foster,West,NovaEdge Lite,NovaEdge,55,Won,2024-11-13,2024-11-29,51.0,,CRM
ACCT-025,PineRidge Global,Retail,Enterprise,5158.71,17479,Japan,OPP-59009,Hannah Lee,Rachel Torres,East,NovaEdge Advanced,NovaEdge,3393,Won,2024-01-06,2024-01-15,2940.0,,CRM
ACCT-028,SilverLine Tech,Technology,Large,1223.72,2497,Norway,OPP-31174,Marcus Webb,David Kim,Central,NovaPulse Standard,NovaPulse,1096,Won,2024-04-11,2024-05-06,1040.0,,CRM
ACCT-005,CoralBay Pharma,Healthcare,Large,326.82,1016,United States,OPP-80697,Suki Tanaka,Michael Chen,East,NovaPulse Professional,NovaPulse,4821,Won,2024-09-06,2024-12-03,5186.0,,CRM
ACCT-001,Apex Dynamics,Technology,Large,1100.04,2822,United States,OPP-79514,Hannah Lee,Rachel Torres,East,NovaPulse Enterprise,NovaPulse,5482,Won,2024-10-01,2024-10-04,5331.0,,CRM
ACCT-014,HarborView Digital,Software,Small,98.79,96,United States,OPP-10074,Oliver Dubois,Brian Nakamura,West,NovaPulse Professional,NovaPulse,4821,Won,2023-12-19,2024-01-11,4955.0,,CRM
ACCT-003,BrightPath Medical,Healthcare,Large,647.18,1185,Kenya,OPP-88504,Priya Nair,David Kim,Central,NovaEdge Lite,NovaEdge,55,Won,2024-08-30,2024-09-12,72.0,,CRM
ACCT-032,TerraBloom Services,Business Services,Large,692.19,1922,United States,OPP-52487,Grace Adeyemi,Amanda Foster,West,NovaEdge Lite,NovaEdge,55,Won,2024-09-21,2024-10-05,63.0,,CRM
ACCT-023,OakBridge Staffing,Professional Services,Large,2059.9,3644,United States,OPP-74042,Daniel Santos,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Won,2023-10-31,2024-05-09,532.0,,CRM
ACCT-037,Vanguard Marketing Group,Marketing & Advertising,Enterprise,2403.58,8801,United States,OPP-12552,Tyler Brooks,David Kim,Central,NovaPulse Professional,NovaPulse,4821,Won,2024-02-14,2024-02-26,4916.0,,CRM
ACCT-062,StoneHarbor Medical,Healthcare,Enterprise,2818.38,6290,United States,OPP-24662,Ethan Clarke,Rachel Torres,East,NovaEdge Lite,NovaEdge,55,Won,2024-08-19,2024-12-29,54.0,,CRM
ACCT-025,PineRidge Global,Retail,Enterprise,5158.71,17479,Japan,OPP-57576,Carlos Rivera,Rachel Torres,East,NovaPulse Enterprise,NovaPulse,5482,Won,2024-05-24,2024-08-08,5710.0,,CRM
ACCT-052,JadeVault Finance,Financial Services,Medium,355.23,853,United States,OPP-50306,Ethan Clarke,Rachel Torres,East,NovaPulse Starter,NovaPulse,550,Won,2023-12-28,2024-05-17,542.0,,CRM
ACCT-041,YieldMax Software,Software,Enterprise,11698.03,34288,United States,OPP-41385,Chloe Bergman,Brian Nakamura,West,NovaEdge Lite,NovaEdge,55,Won,2024-04-19,2024-08-20,52.0,,CRM
ACCT-059,QuantumShift Tech,Technology,Large,1008.06,1238,United States,OPP-17592,Derek Johnson,Sarah Mitchell,Central,NovaPulse Starter,NovaPulse,550,Won,2024-09-06,2024-12-03,487.0,,CRM
ACCT-081,QuailRidge Tech,Technology,Small,40.79,142,China,OPP-41571,Andre Moreau,Michael Chen,East,NovaPulse Starter,NovaPulse,550,Won,2024-02-17,2024-02-19,560.0,,CRM
ACCT-037,Vanguard Marketing Group,Marketing & Advertising,Enterprise,2403.58,8801,United States,OPP-84364,Leila Hassan,David Kim,Central,NovaEdge Lite,NovaEdge,55,Won,2023-08-11,2024-01-03,48.0,,CRM
ACCT-015,IronClad Entertainment,Media & Entertainment,Medium,217.87,551,United States,OPP-20322,Marcus Webb,David Kim,Central,NovaEdge Lite,NovaEdge,55,Won,2024-02-04,2024-02-14,68.0,,CRM
ACCT-023,OakBridge Staffing,Professional Services,Large,2059.9,3644,United States,OPP-21226,Chloe Bergman,Brian Nakamura,West,NovaPulse Professional,NovaPulse,4821,Won,2024-09-09,2024-12-31,4709.0,,CRM
ACCT-028,SilverLine Tech,Technology,Large,1223.72,2497,Norway,OPP-73699,Owen McCarthy,David Kim,Central,NovaPulse Standard,NovaPulse,1096,Won,2023-12-19,2023-12-24,1247.0,,CRM
ACCT-075,KestrelWing Services,Business Services,Enterprise,2041.73,5276,United States,OPP-19071,Tyler Brooks,David Kim,Central,NovaPulse Professional,NovaPulse,4821,Won,2024-06-02,2024-06-13,4631.0,,CRM
ACCT-010,EliteWave Media,Media & Entertainment,Enterprise,4269.9,6472,United States,OPP-79822,Liam Porter,Amanda Foster,West,NovaEdge Advanced,NovaEdge,3393,Won,2024-10-16,2024-10-22,3744.0,,CRM
ACCT-026,QuartzPoint Trading,Retail,Large,2520.83,3502,United States,OPP-26483,Finn O'Brien,Michael Chen,East,NovaEdge Advanced,NovaEdge,3393,Won,2024-10-09,2024-10-22,3024.0,,CRM
ACCT-076,LionGate Holdings,Financial Services,Enterprise,7537.24,20293,United States,OPP-26828,Yuki Nakamura,Amanda Foster,West,NovaPulse Professional,NovaPulse,4821,Won,2024-08-12,2024-09-03,4592.0,,CRM
ACCT-027,RiverStone Imports,Retail,Large,894.33,1635,Italy,OPP-96474,Owen McCarthy,David Kim,Central,NovaPulse Professional,NovaPulse,4821,Won,2024-12-14,2024-12-18,4888.0,,CRM
ACCT-023,OakBridge Staffing,Professional Services,Large,2059.9,3644,United States,OPP-72296,Anya Petrov,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Won,2023-09-10,2024-01-06,633.0,,CRM
ACCT-085,Horizon Marketing,Marketing & Advertising,Large,2173.98,2928,United States,OPP-82063,Derek Johnson,Sarah Mitchell,Central,NovaPulse Standard,NovaPulse,1096,Won,2024-08-09,2024-11-23,1215.0,,CRM
ACCT-015,IronClad Entertainment,Media & Entertainment,Medium,217.87,551,United States,OPP-31643,Raj Patel,Sarah Mitchell,Central,NovaPulse Starter,NovaPulse,550,Won,2024-05-14,2024-07-02,513.0,,CRM
ACCT-043,AlphaCore Technologies,Technology,Enterprise,7708.38,13756,United States,OPP-44741,Daniel Santos,Brian Nakamura,West,NovaPulse Professional,NovaPulse,4821,Won,2024-07-01,2024-07-29,6069.0,,CRM
ACCT-045,CedarPoint Medical,Healthcare,Enterprise,2741.37,9226,United States,OPP-79163,Yuki Nakamura,Amanda Foster,West,NovaPulse Starter,NovaPulse,550,Won,2024-08-08,2024-08-10,548.0,,CRM
ACCT-010,EliteWave Media,Media & Entertainment,Enterprise,4269.9,6472,United States,OPP-89507,Yuki Nakamura,Amanda Foster,West,NovaEdge Advanced,NovaEdge,3393,Won,2024-01-18,2024-04-21,2882.0,,CRM
ACCT-003,BrightPath Medical,Healthcare,Large,647.18,1185,Kenya,OPP-65461,Tyler Brooks,David Kim,Central,NovaPulse Starter,NovaPulse,550,Won,2024-01-17,2024-01-20,532.0,,CRM
ACCT-076,LionGate Holdings,Financial Services,Enterprise,7537.24,20293,United States,OPP-37760,Oliver Dubois,Brian Nakamura,West,NovaPulse Standard,NovaPulse,1096,Won,2024-12-28,2025-01-12,1111.0,,CRM
ACCT-024,PeakVista Capital,Financial Services,Enterprise,2819.5,7227,United States,OPP-80686,Derek Johnson,Sarah Mitchell,Central,NovaPulse Starter,NovaPulse,550,Won,2024-06-30,2024-07-13,502.0,,CRM
ACCT-061,SkyBridge Marketing,Marketing & Advertising,Small,45.39,100,United States,OPP-36365,Priya Nair,David Kim,Central,NovaPulse Enterprise,NovaPulse,5482,Won,2024-05-13,2024-08-06,5217.0,,CRM
ACCT-043,AlphaCore Technologies,Technology,Enterprise,7708.38,13756,United States,OPP-50857,Noah Kim,Amanda Foster,West,NovaPulse Starter,NovaPulse,550,Won,2023-12-07,2024-04-26,642.0,,CRM
ACCT-035,TrueNorth Electronics,Technology,Enterprise,8170.38,16499,Korea,OPP-62296,Noah Kim,Amanda Foster,West,NovaEdge Advanced,NovaEdge,3393,Won,2024-05-30,2024-08-13,3276.0,,CRM
ACCT-066,WillowBrook Staffing,Professional Services,Medium,291.27,586,United States,OPP-98039,Sofia Martinez,Sarah Mitchell,Central,NovaEdge Lite,NovaEdge,55,Won,2024-11-01,2024-11-02,50.0,,CRM
ACCT-055,MossCreek Retail,Retail,Large,1419.98,4018,United States,OPP-95180,Victor Tang,Michael Chen,East,NovaPulse Standard,NovaPulse,1096,Won,2024-07-13,2024-09-16,1176.0,,CRM
ACCT-074,JuniperRock Capital,Financial Services,Medium,646.1,883,United States,OPP-58944,Ethan Clarke,Rachel Torres,East,NovaPulse Standard,NovaPulse,1096,Won,2023-06-26,2023-12-16,1014.0,,CRM
ACCT-019,LunarEdge Marketing,Marketing & Advertising,Large,1197.44,2570,United States,OPP-67422,Suki Tanaka,Michael Chen,East,NovaPulse Starter,NovaPulse,550,Won,2024-01-15,2024-07-07,572.0,,CRM
ACCT-069,EchoField Marketing,Marketing & Advertising,Large,894.37,1593,Poland,OPP-77839,Oliver Dubois,Brian Nakamura,West,NovaPulse Professional,NovaPulse,4821,Won,2023-08-26,2023-12-12,4719.0,,CRM
ACCT-011,Falcon Software,Software,Large,2714.9,2641,United States,OPP-69177,Owen McCarthy,David Kim,Central,NovaPulse Professional,NovaPulse,4821,Won,2024-11-04,2024-11-05,4733.0,,CRM
ACCT-009,EaglePoint Commerce,Retail,Large,718.62,2448,United States,OPP-25860,Marcus Webb,David Kim,Central,NovaPulse Starter,NovaPulse,550,Won,2024-11-09,2024-11-11,479.0,,CRM
ACCT-078,NovaCrest Workforce,Professional Services,Enterprise,2871.35,9561,United States,OPP-42493,Fatima Al-Rashid,Amanda Foster,West,NovaEdge Advanced,NovaEdge,3393,Won,2024-02-12,2024-02-24,3242.0,,CRM
ACCT-077,MoonRise Entertainment,Media & Entertainment,Enterprise,3838.39,8274,United States,OPP-39451,Suki Tanaka,Michael Chen,East,NovaPulse Starter,NovaPulse,550,Won,2024-06-20,2024-07-01,494.0,,CRM
ACCT-057,OmniReach Telecom,Telecommunications,Large,1188.42,3015,United States,OPP-18392,Chloe Bergman,Brian Nakamura,West,NovaPulse Standard,NovaPulse,1096,Won,2023-12-02,2023-12-30,1025.0,,CRM
ACCT-028,SilverLine Tech,Technology,Large,1223.72,2497,Norway,OPP-54313,Derek Johnson,Sarah Mitchell,Central,NovaEdge Advanced,NovaEdge,3393,Won,2024-07-11,2025-01-05,3063.0,,CRM
ACCT-075,KestrelWing Services,Business Services,Enterprise,2041.73,5276,United States,OPP-12757,Leila Hassan,David Kim,Central,NovaPulse Starter,NovaPulse,550,Won,2024-05-06,2024-09-24,587.0,,CRM
ACCT-036,UltraLink Communications,Telecommunications,Enterprise,6395.05,20275,United States,OPP-87110,James Okafor,Rachel Torres,East,NovaEdge Lite,NovaEdge,55,Won,2024-12-22,2025-01-21,58.0,,CRM
ACCT-004,ClearView Health,Healthcare,Large,587.34,1356,Philipines,OPP-82603,Tyler Brooks,David Kim,Central,NovaPulse Enterprise,NovaPulse,5482,Won,2023-12-10,2023-12-16,4887.0,,CRM
ACCT-005,CoralBay Pharma,Healthcare,Large,326.82,1016,United States,OPP-40161,Ethan Clarke,Rachel Torres,East,NovaEdge Lite,NovaEdge,55,Won,2023-08-27,2023-12-06,56.0,,CRM
ACCT-064,UrbanLink Telecom,Telecommunications,Enterprise,1699.85,5108,United States,OPP-87128,Oliver Dubois,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Won,2024-04-10,2024-08-20,523.0,,CRM
ACCT-015,IronClad Entertainment,Media & Entertainment,Medium,217.87,551,United States,OPP-38864,Owen McCarthy,David Kim,Central,NovaEdge Lite,NovaEdge,55,Won,2023-07-21,2024-01-07,49.0,,CRM
ACCT-004,ClearView Health,Healthcare,Large,587.34,1356,Philipines,OPP-10942,Derek Johnson,Sarah Mitchell,Central,NovaEdge Advanced,NovaEdge,3393,Won,2024-09-20,2024-10-02,3681.0,,CRM
ACCT-085,Horizon Marketing,Marketing & Advertising,Large,2173.98,2928,United States,OPP-19305,Owen McCarthy,David Kim,Central,NovaEdge Advanced,NovaEdge,3393,Won,2024-06-09,2024-08-17,3255.0,,CRM
ACCT-030,SolarWind Finance,Financial Services,Small,52.5,165,United States,OPP-92719,Oliver Dubois,Brian Nakamura,West,NovaPulse Standard,NovaPulse,1096,Won,2024-12-29,2025-01-28,1168.0,,CRM
ACCT-027,RiverStone Imports,Retail,Large,894.33,1635,Italy,OPP-17716,Leila Hassan,David Kim,Central,NovaPulse Starter,NovaPulse,550,Won,2024-02-14,2024-02-15,554.0,,CRM
ACCT-013,GreenField Tech,Technology,Large,1520.66,1806,United States,OPP-40007,Owen McCarthy,David Kim,Central,NovaEdge Advanced,NovaEdge,3393,Won,2023-07-08,2023-12-20,3725.0,,CRM
ACCT-037,Vanguard Marketing Group,Marketing & Advertising,Enterprise,2403.58,8801,United States,OPP-18834,Marcus Webb,David Kim,Central,NovaPulse Starter,NovaPulse,550,Won,2023-09-22,2023-12-03,504.0,,CRM
ACCT-011,Falcon Software,Software,Large,2714.9,2641,United States,OPP-14117,Owen McCarthy,David Kim,Central,NovaPulse Professional,NovaPulse,4821,Won,2024-10-22,2024-11-01,4435.0,,CRM
ACCT-084,TangleRoot Medical,Healthcare,Large,441.08,1210,United States,OPP-53309,Leila Hassan,David Kim,Central,NovaPulse Standard,NovaPulse,1096,Won,2023-06-17,2023-12-05,1026.0,,CRM
ACCT-005,CoralBay Pharma,Healthcare,Large,326.82,1016,United States,OPP-19287,James Okafor,Rachel Torres,East,NovaPulse Enterprise,NovaPulse,5482,Won,2024-05-06,2024-05-14,6229.0,,CRM
ACCT-021,MeridianComm,Telecommunications,Enterprise,1825.82,5595,United States,OPP-77391,Noah Kim,Amanda Foster,West,NovaPulse Starter,NovaPulse,550,Won,2024-05-27,2024-06-06,583.0,,CRM
ACCT-036,UltraLink Communications,Telecommunications,Enterprise,6395.05,20275,United States,OPP-41195,Hannah Lee,Rachel Torres,East,NovaPulse Standard,NovaPulse,1096,Won,2024-01-04,2024-01-08,1026.0,,CRM
ACCT-060,RedCedar Software,Software,Enterprise,6354.87,16780,United States,OPP-46500,Noah Kim,Amanda Foster,West,NovaEdge Lite,NovaEdge,55,Won,2023-09-13,2023-12-21,55.0,,CRM
ACCT-062,StoneHarbor Medical,Healthcare,Enterprise,2818.38,6290,United States,OPP-97684,Suki Tanaka,Michael Chen,East,NovaPulse Professional,NovaPulse,4821,Won,2023-12-24,2024-01-07,4064.0,,CRM
ACCT-020,MapleCrest Retail,Retail,Enterprise,4968.91,7523,United States,OPP-73624,Noah Kim,Amanda Foster,West,NovaPulse Standard,NovaPulse,1096,Won,2024-02-25,2024-04-29,1273.0,,CRM
ACCT-035,TrueNorth Electronics,Technology,Enterprise,8170.38,16499,Korea,OPP-38080,Sofia Martinez,Sarah Mitchell,Central,NovaEdge Lite,NovaEdge,55,Won,2024-02-08,2024-05-14,58.0,,CRM
ACCT-054,LightWave Studios,Media & Entertainment,Medium,349.81,315,United States,OPP-80678,Yuki Nakamura,Amanda Foster,West,NovaEdge Lite,NovaEdge,55,Won,2023-08-05,2023-12-23,54.0,,CRM
ACCT-003,BrightPath Medical,Healthcare,Large,647.18,1185,Kenya,OPP-27342,Marcus Webb,David Kim,Central,NovaPulse Standard,NovaPulse,1096,Won,2024-10-28,2024-10-29,1243.0,,CRM
ACCT-044,BluePeak Marketing,Marketing & Advertising,Large,375.43,1190,United States,OPP-84847,Anika Larsson,Sarah Mitchell,Central,NovaEdge Lite,NovaEdge,55,Won,2023-12-02,2024-04-26,50.0,,CRM
ACCT-073,IndigoVault Finance,Financial Services,Enterprise,2022.14,5113,United States,OPP-85525,Nadia Volkov,Rachel Torres,East,NovaPulse Professional,NovaPulse,4821,Won,2024-04-04,2024-04-22,5081.0,,CRM
ACCT-081,QuailRidge Tech,Technology,Small,40.79,142,China,OPP-71953,Suki Tanaka,Michael Chen,East,NovaPulse Standard,NovaPulse,1096,Won,2023-11-30,2024-04-08,1161.0,,CRM
ACCT-003,BrightPath Medical,Healthcare,Large,647.18,1185,Kenya,OPP-41850,Sofia Martinez,Sarah Mitchell,Central,NovaEdge Lite,NovaEdge,55,Won,2023-08-19,2023-12-12,50.0,,CRM
ACCT-023,OakBridge Staffing,Professional Services,Large,2059.9,3644,United States,OPP-71993,Oliver Dubois,Brian Nakamura,West,NovaEdge Lite,NovaEdge,55,Won,2024-05-03,2024-05-10,52.0,,CRM
ACCT-030,SolarWind Finance,Financial Services,Small,52.5,165,United States,OPP-63354,Grace Adeyemi,Amanda Foster,West,NovaEdge Advanced,NovaEdge,3393,Won,2023-12-20,2023-12-28,3386.0,,CRM
ACCT-027,RiverStone Imports,Retail,Large,894.33,1635,Italy,OPP-34957,Owen McCarthy,David Kim,Central,NovaPulse Professional,NovaPulse,4821,Won,2023-11-22,2023-12-14,3763.0,,CRM
ACCT-041,YieldMax Software,Software,Enterprise,11698.03,34288,United States,OPP-22363,Amira Diallo,Michael Chen,East,NovaPulse Professional,NovaPulse,4821,Won,2023-12-13,2024-03-29,4624.0,,CRM
ACCT-009,EaglePoint Commerce,Retail,Large,718.62,2448,United States,OPP-22704,Marcus Webb,David Kim,Central,NovaEdge Lite,NovaEdge,55,Won,2024-05-31,2024-06-14,53.0,,CRM
ACCT-059,QuantumShift Tech,Technology,Large,1008.06,1238,United States,OPP-96374,Leila Hassan,David Kim,Central,NovaPulse Starter,NovaPulse,550,Won,2024-03-20,2024-04-14,616.0,,CRM
ACCT-003,BrightPath Medical,Healthcare,Large,647.18,1185,Kenya,OPP-66498,Tyler Brooks,David Kim,Central,NovaEdge Lite,NovaEdge,55,Won,2025-01-25,2025-01-28,67.0,,CRM
ACCT-017,KeyStone Innovations,Technology,Large,1712.68,3194,United States,OPP-56438,Nadia Volkov,Rachel Torres,East,NovaPulse Starter,NovaPulse,550,Won,2023-12-10,2023-12-14,542.0,,CRM
