account_id,lead_id,campaign_name,campaign_channel,campaign_date,funnel_stage,customer_segment,annual_income,household_size,days_since_last_engagement,product_spend_tier1,product_spend_tier2,product_spend_tier3,campaign_spend,revenue_attributed,web_visits_per_month,campaign_response,Mkt_Src_Cd,complaint_flag,data_source
ACCT-012,LEAD-08486,Q3 Growth Sprint,Paid Social,2023-03-10,Qualified Lead,Growth,30538.0,2,27,284,52,20,6374.73,0.0,10,0,ES,0,Marketing
ACCT-022,LEAD-10343,Digital Retarget,Partner Referral,2023-03-08,Qualified Lead,Standard,61618.0,1,27,605,399,205,14356.96,0.0,3,0,IN,0,Marketing
ACCT-109,LEAD-06652,Year-End Accelerator,Partner Referral,2025-01-09,Qualified Lead,Professional,77343.0,1,28,227,573,31,5664.46,0.0,1,0,CA,0,Marketing
ACCT-104,LEAD-08746,NovaPulse Launch,Partner Referral,2024-10-30,Closed Won,Professional,75433.0,2,28,800,297,57,8413.54,1965.5,6,1,ES,0,Marketing
ACCT-052,LEAD-04686,Year-End Accelerator,Partner Referral,2024-10-27,Closed Won,Enterprise,82571.0,1,28,861,558,79,3320.04,2139.93,2,1,ES,0,Marketing
ACCT-052,LEAD-03551,Digital Retarget,Email,2024-10-22,Lead,Growth,60033.0,2,28,62,57,48,1755.02,0.0,2,0,ES,0,Marketing
ACCT-081,LEAD-04338,Q3 Growth Sprint,Email,2024-10-18,Prospect,Professional,39062.0,2,28,23,9,12,1089.45,109.69,4,1,ES,0,Marketing
ACCT-012,LEAD-04444,Year-End Accelerator,Organic Search,2024-10-17,Lead,Professional,30023.0,2,28,11,16,21,1812.19,0.0,8,0,ES,0,Marketing
ACCT-012,LEAD-00498,NovaPulse Launch,Email,2024-08-23,Lead,Professional,30015.0,2,28,25,22,5,570.47,0.0,5,0,ES,0,Marketing
ACCT-012,LEAD-08230,Year-End Accelerator,Organic Search,2024-08-13,Lead,Professional,33228.0,2,28,22,31,5,3757.89,0.0,7,0,ES,0,Marketing
ACCT-027,LEAD-02826,NovaPulse Launch,Organic Search,2024-05-10,Prospect,Professional,22574.0,4,28,25,8,2,3437.12,0.0,7,0,ES,0,Marketing
ACCT-061,LEAD-06222,NovaPulse Launch,Organic Search,2024-05-10,Prospect,Professional,22574.0,4,28,25,8,2,2774.86,0.0,7,0,ES,0,Marketing
ACCT-080,LEAD-07352,Q3 Growth Sprint,Partner Referral,2024-05-02,Qualified Lead,Professional,55267.0,2,28,161,136,45,12496.57,0.0,3,0,CA,0,Marketing
ACCT-080,LEAD-10928,Q3 Growth Sprint,Partner Referral,2024-03-25,Qualified Lead,Professional,66886.0,2,28,315,62,146,4651.2,0.0,5,0,ES,0,Marketing
ACCT-012,LEAD-10736,Q3 Growth Sprint,Direct Mail,2024-03-21,Qualified Lead,Professional,72258.0,2,28,522,522,134,3364.72,0.0,2,0,CA,0,Marketing
ACCT-105,LEAD-10163,Digital Retarget,Paid Social,2024-03-19,Closed Won,Enterprise,82733.0,1,28,712,420,38,10297.62,2784.77,4,1,ES,0,Marketing
ACCT-049,LEAD-06168,NovaPulse Launch,Email,2024-01-17,Lead,Professional,45146.0,3,28,33,5,15,846.98,0.0,4,0,IN,0,Marketing
ACCT-002,LEAD-04656,Q3 Growth Sprint,Paid Social,2023-09-22,Closed Won,Standard,51250.0,2,28,342,230,40,9055.36,1266.06,9,1,SA,0,Marketing
ACCT-012,LEAD-00626,Q3 Growth Sprint,Email,2023-08-30,Prospect,Professional,32871.0,3,28,22,12,5,513.13,0.0,4,0,US,0,Marketing
ACCT-016,LEAD-03870,NovaPulse Launch,Partner Referral,2023-07-31,Qualified Lead,Standard,63855.0,1,28,359,314,89,3950.71,0.0,4,0,DE,0,Marketing
ACCT-004,LEAD-06299,Q3 Growth Sprint,Direct Mail,2023-06-19,Closed Won,Enterprise,42564.0,2,28,324,186,198,3163.51,1858.07,7,1,CA,0,Marketing
ACCT-012,LEAD-07798,Year-End Accelerator,Paid Social,2023-05-30,Qualified Lead,Standard,46344.0,2,28,233,57,91,7488.04,0.0,7,0,CA,0,Marketing
ACCT-012,LEAD-09973,NovaEdge Awareness,Partner Referral,2023-03-28,Qualified Lead,Professional,50437.0,3,28,370,92,4,11726.82,0.0,7,0,ES,0,Marketing
ACCT-012,LEAD-04299,Digital Retarget,Direct Mail,2023-02-27,Closed Won,Professional,70971.0,2,28,1001,572,17,4930.51,2453.79,7,1,ES,0,Marketing
ACCT-012,LEAD-10971,Q3 Growth Sprint,Paid Social,2023-02-08,Opportunity,Professional,37774.0,3,28,173,107,176,4881.02,752.78,9,1,ES,1,Marketing
ACCT-012,LEAD-09931,NovaEdge Awareness,Organic Search,2025-01-24,Prospect,Enterprise,4023.0,3,29,5,1,1,667.12,0.0,19,0,ES,0,Marketing
ACCT-012,LEAD-06679,NovaEdge Awareness,Email,2025-01-12,Prospect,Professional,33279.0,1,29,10,3,0,1549.56,0.0,3,0,ES,0,Marketing
ACCT-012,LEAD-05961,Enterprise Expansion,Email,2025-01-07,Lead,Professional,42693.0,2,29,8,20,16,2484.75,0.0,5,0,ES,0,Marketing
ACCT-110,LEAD-06255,Enterprise Expansion,Partner Referral,2025-01-02,Qualified Lead,Growth,70545.0,2,29,138,63,21,8485.36,0.0,2,0,AU,0,Marketing
ACCT-012,LEAD-08614,Year-End Accelerator,Partner Referral,2024-12-09,Qualified Lead,Professional,65486.0,2,29,245,125,14,4330.29,0.0,2,0,AU,0,Marketing
ACCT-006,LEAD-07828,Year-End Accelerator,Email,2024-11-26,Qualified Lead,Growth,77882.0,1,29,68,396,15,2762.87,0.0,1,0,SA,0,Marketing
ACCT-012,LEAD-01277,NovaPulse Launch,Partner Referral,2024-11-03,Closed Won,Professional,78468.0,1,29,434,388,34,10160.87,1226.25,4,1,US,0,Marketing
ACCT-061,LEAD-03595,NovaEdge Awareness,Partner Referral,2024-09-21,Qualified Lead,Professional,77226.0,2,29,631,239,21,9184.51,0.0,3,0,ES,0,Marketing
ACCT-030,LEAD-05735,Year-End Accelerator,Partner Referral,2024-09-04,Closed Won,Growth,90638.0,1,29,1156,915,96,5903.26,3501.29,1,1,ES,0,Marketing
ACCT-012,LEAD-05350,Year-End Accelerator,Partner Referral,2024-09-04,Closed Won,Growth,90638.0,1,29,1156,915,96,8150.87,5048.11,1,1,SA,0,Marketing
ACCT-012,LEAD-04137,Enterprise Expansion,Paid Social,2024-06-21,Qualified Lead,Professional,70666.0,1,29,398,367,30,4405.64,0.0,4,0,AU,0,Marketing
ACCT-084,LEAD-06357,Enterprise Expansion,Partner Referral,2024-06-01,Qualified Lead,Standard,59052.0,2,29,230,75,31,7998.81,0.0,5,0,SA,0,Marketing
ACCT-012,LEAD-09316,Year-End Accelerator,Organic Search,2024-05-15,Prospect,Starter,13084.0,1,29,2,7,10,2825.3,0.0,6,0,US,0,Marketing
ACCT-109,LEAD-03578,Q3 Growth Sprint,Partner Referral,2024-05-01,Qualified Lead,Professional,49160.0,2,29,122,43,15,4027.37,0.0,6,0,ES,0,Marketing
ACCT-034,LEAD-00153,Enterprise Expansion,Email,2024-04-28,Prospect,Professional,23272.0,1,29,19,6,12,2936.64,0.0,4,0,ES,0,Marketing
ACCT-033,LEAD-10524,NovaPulse Launch,Direct Mail,2023-12-20,Qualified Lead,Growth,49476.0,2,29,386,95,196,1939.92,0.0,2,0,CA,0,Marketing
ACCT-080,LEAD-01518,NovaPulse Launch,Paid Social,2023-12-17,Qualified Lead,Growth,62694.0,3,29,379,157,91,7260.59,0.0,7,0,ES,0,Marketing
ACCT-012,LEAD-02036,Q3 Growth Sprint,Partner Referral,2023-12-11,Qualified Lead,Enterprise,57906.0,2,29,243,119,15,9087.93,0.0,4,0,IN,0,Marketing
ACCT-042,LEAD-09495,Enterprise Expansion,Direct Mail,2023-11-04,Qualified Lead,Professional,71853.0,1,29,358,413,32,7924.15,0.0,1,0,ES,0,Marketing
ACCT-084,LEAD-02631,Enterprise Expansion,Direct Mail,2023-11-04,Qualified Lead,Professional,71853.0,1,29,358,413,32,5101.99,0.0,1,0,ES,0,Marketing
ACCT-019,LEAD-06312,NovaPulse Launch,Partner Referral,2023-09-08,Qualified Lead,Professional,65031.0,2,29,258,291,86,7685.44,0.0,7,0,DE,0,Marketing
ACCT-105,LEAD-00615,Enterprise Expansion,Paid Social,2023-09-01,Qualified Lead,Professional,30507.0,1,29,65,74,110,6701.35,0.0,7,0,ES,0,Marketing
ACCT-012,LEAD-04406,Q3 Growth Sprint,Paid Social,2023-07-05,Qualified Lead,Professional,67419.0,2,29,846,352,42,8356.71,0.0,5,0,CA,0,Marketing
ACCT-012,LEAD-10061,Digital Retarget,Partner Referral,2023-06-23,Qualified Lead,Professional,59462.0,2,29,724,143,196,14772.47,0.0,7,0,US,0,Marketing
ACCT-111,LEAD-10619,Year-End Accelerator,Partner Referral,2023-05-18,Closed Won,Professional,95529.0,1,29,770,890,24,6043.8,2430.02,3,1,SA,0,Marketing
ACCT-012,LEAD-04945,NovaEdge Awareness,Partner Referral,2023-04-19,Qualified Lead,Professional,53653.0,1,29,815,239,108,12462.24,0.0,6,0,ES,0,Marketing
ACCT-081,LEAD-01777,NovaEdge Awareness,Organic Search,2023-02-12,Lead,Starter,25965.0,1,29,2,11,11,1706.81,0.0,8,0,ES,0,Marketing
ACCT-012,LEAD-04023,Digital Retarget,Paid Social,2023-02-11,Opportunity,Professional,22979.0,2,29,16,19,22,9329.41,231.92,8,1,ES,0,Marketing
ACCT-101,LEAD-07922,Enterprise Expansion,Paid Social,2023-01-15,Closed Won,Enterprise,64950.0,2,29,819,72,63,9715.01,2082.45,7,1,SA,0,Marketing
ACCT-012,LEAD-10699,NovaEdge Awareness,Organic Search,2025-01-16,Lead,Professional,44322.0,2,30,46,40,3,1663.82,0.0,8,0,SA,0,Marketing
ACCT-012,LEAD-07516,Year-End Accelerator,Organic Search,2024-12-20,Prospect,Professional,30096.0,2,30,5,11,9,655.17,0.0,6,0,DE,0,Marketing
ACCT-012,LEAD-03129,Enterprise Expansion,Organic Search,2024-12-20,Prospect,Professional,30096.0,2,30,5,11,9,2411.05,0.0,6,0,ES,0,Marketing
ACCT-012,LEAD-05121,Q3 Growth Sprint,Paid Social,2024-10-14,Closed Won,Professional,56628.0,2,30,479,82,171,10135.09,1086.42,5,1,CA,0,Marketing
ACCT-012,LEAD-02186,NovaPulse Launch,Direct Mail,2024-10-02,Closed Won,Standard,82326.0,1,30,938,754,183,6564.43,4071.65,2,1,ES,0,Marketing
ACCT-029,LEAD-10548,NovaPulse Launch,Partner Referral,2024-10-01,Qualified Lead,Professional,71163.0,1,30,283,372,44,11344.67,0.0,1,0,DE,0,Marketing
ACCT-012,LEAD-06384,Q3 Growth Sprint,Partner Referral,2024-09-02,Closed Won,Professional,71022.0,2,30,909,278,242,10580.83,3276.44,8,1,US,0,Marketing
ACCT-061,LEAD-02625,Enterprise Expansion,Partner Referral,2024-06-01,Qualified Lead,Standard,42607.0,2,30,156,56,47,3757.21,0.0,3,0,SA,0,Marketing
ACCT-061,LEAD-01676,Q3 Growth Sprint,Email,2024-05-12,Qualified Lead,Professional,43057.0,2,30,213,44,5,2440.48,0.0,5,0,ES,0,Marketing
ACCT-005,LEAD-05534,Q3 Growth Sprint,Organic Search,2024-05-01,Opportunity,Growth,47808.0,2,30,123,26,72,2101.88,354.25,7,1,ES,0,Marketing
ACCT-081,LEAD-06859,NovaEdge Awareness,Paid Social,2024-04-18,Lead,Professional,29236.0,2,30,37,24,9,2438.06,0.0,9,0,ES,0,Marketing
ACCT-061,LEAD-00271,Q3 Growth Sprint,Direct Mail,2024-04-12,Opportunity,Professional,40590.0,3,30,154,50,37,2796.55,323.66,6,1,CA,0,Marketing
ACCT-080,LEAD-07699,Q3 Growth Sprint,Direct Mail,2024-04-12,Opportunity,Professional,40590.0,3,30,154,50,37,7566.91,482.46,6,1,CA,0,Marketing
ACCT-012,LEAD-07832,NovaPulse Launch,Paid Social,2024-03-04,Closed Won,Growth,77520.0,2,30,940,396,58,11891.23,2908.46,4,1,ES,0,Marketing
ACCT-012,LEAD-00938,Q3 Growth Sprint,Organic Search,2024-02-02,Lead,Professional,40211.0,3,30,51,7,25,1386.6,189.6,8,1,ES,0,Marketing
ACCT-012,LEAD-07873,NovaEdge Awareness,Partner Referral,2024-01-07,Qualified Lead,Enterprise,63516.0,3,30,141,114,5,5293.24,0.0,5,0,CA,0,Marketing
ACCT-012,LEAD-09967,NovaEdge Awareness,Partner Referral,2023-11-27,Qualified Lead,Professional,53034.0,3,30,160,196,50,7283.69,0.0,8,0,US,0,Marketing
ACCT-108,LEAD-01087,Digital Retarget,Paid Social,2023-11-19,Opportunity,Growth,22669.0,2,30,16,36,48,9808.42,402.32,9,1,ES,0,Marketing
ACCT-012,LEAD-08314,Year-End Accelerator,Partner Referral,2023-09-29,Closed Won,Professional,79908.0,1,30,557,761,111,6983.1,2413.14,2,1,ES,0,Marketing
ACCT-012,LEAD-03762,NovaPulse Launch,Partner Referral,2023-09-25,Closed Won,Enterprise,69867.0,1,30,196,512,54,7416.23,2179.61,1,1,SA,0,Marketing
ACCT-012,LEAD-10383,Digital Retarget,Partner Referral,2023-09-25,Closed Won,Professional,70287.0,1,30,295,482,40,11919.69,2582.79,3,1,AU,0,Marketing
ACCT-085,LEAD-06798,Digital Retarget,Partner Referral,2023-09-11,Opportunity,Professional,37070.0,3,30,231,137,39,7639.74,1067.71,7,1,SA,0,Marketing
ACCT-033,LEAD-04168,Digital Retarget,Partner Referral,2023-09-11,Opportunity,Professional,37070.0,3,30,231,137,39,8954.44,799.66,7,1,ES,0,Marketing
ACCT-061,LEAD-06690,NovaPulse Launch,Organic Search,2023-09-05,Lead,Growth,38179.0,3,30,38,22,20,3735.09,0.0,7,0,SA,0,Marketing
ACCT-083,LEAD-10602,NovaPulse Launch,Organic Search,2023-08-05,Lead,Professional,39922.0,2,30,29,59,36,2317.47,0.0,8,0,IN,0,Marketing
ACCT-080,LEAD-03220,Year-End Accelerator,Organic Search,2023-08-05,Lead,Professional,39922.0,2,30,29,59,36,3304.02,0.0,8,0,DE,0,Marketing
ACCT-012,LEAD-05424,NovaPulse Launch,Organic Search,2023-08-05,Lead,Professional,39922.0,2,30,29,59,36,3044.78,0.0,8,0,SA,0,Marketing
ACCT-070,LEAD-07488,NovaPulse Launch,Partner Referral,2023-07-11,Qualified Lead,Growth,64191.0,2,30,420,186,15,3947.12,0.0,3,0,ES,0,Marketing
ACCT-080,LEAD-05289,Enterprise Expansion,Email,2023-04-22,Lead,Standard,41658.0,3,30,8,12,29,2006.13,0.0,4,0,AU,0,Marketing
ACCT-012,LEAD-00347,Digital Retarget,Paid Social,2023-02-13,Qualified Lead,Professional,40780.0,2,30,229,71,34,10223.41,0.0,9,0,CA,0,Marketing
ACCT-012,LEAD-05236,NovaPulse Launch,Paid Social,2023-01-29,Closed Won,Professional,77568.0,2,30,1230,396,158,7454.74,3548.96,5,1,ES,0,Marketing
ACCT-061,LEAD-09478,Year-End Accelerator,Partner Referral,2023-01-17,Qualified Lead,Professional,66503.0,2,30,91,128,50,3960.83,0.0,3,0,ES,0,Marketing
ACCT-012,LEAD-00477,NovaPulse Launch,Partner Referral,2025-01-17,Closed Won,Professional,83512.0,1,31,1060,835,101,10931.03,3447.85,1,1,ES,0,Marketing
ACCT-012,LEAD-07411,NovaEdge Awareness,Organic Search,2025-01-04,Prospect,Enterprise,31686.0,3,31,11,5,1,2609.18,0.0,6,0,SA,0,Marketing
ACCT-012,LEAD-03107,Digital Retarget,Partner Referral,2024-11-28,Qualified Lead,Professional,71322.0,2,31,121,124,42,8113.39,0.0,2,0,AU,0,Marketing
ACCT-055,LEAD-07437,Enterprise Expansion,Email,2024-11-24,Prospect,Professional,27938.0,2,31,13,8,5,2224.41,0.0,3,0,AU,0,Marketing
ACCT-012,LEAD-00255,Enterprise Expansion,Organic Search,2024-10-23,Prospect,Professional,22263.0,3,31,17,2,2,1730.41,0.0,6,0,ES,1,Marketing
ACCT-012,LEAD-03790,Year-End Accelerator,Organic Search,2024-08-13,Prospect,Professional,34633.0,4,31,8,5,1,648.24,0.0,6,0,SA,0,Marketing
ACCT-012,LEAD-00749,Q3 Growth Sprint,Organic Search,2024-06-03,Opportunity,Professional,42162.0,2,31,46,59,27,3545.13,240.46,6,1,ES,0,Marketing
ACCT-012,LEAD-01503,Enterprise Expansion,Email,2023-12-02,Lead,Enterprise,162397.0,3,31,85,16,2,2995.38,0.0,1,0,ES,0,Marketing
ACCT-063,LEAD-08650,Year-End Accelerator,Email,2023-09-09,Prospect,Professional,54162.0,3,31,5,10,10,1186.39,0.0,4,0,ES,0,Marketing
ACCT-004,LEAD-00607,NovaEdge Awareness,Paid Social,2023-08-04,Qualified Lead,Standard,41769.0,2,31,302,131,27,11800.27,0.0,8,0,IN,0,Marketing
ACCT-014,LEAD-01008,Q3 Growth Sprint,Partner Referral,2023-06-06,Closed Won,Enterprise,44953.0,1,31,728,133,124,14374.85,1324.8,6,1,DE,0,Marketing
ACCT-012,LEAD-09396,NovaPulse Launch,Organic Search,2023-05-07,Prospect,Enterprise,37717.0,2,31,9,6,5,2731.29,0.0,9,0,SA,0,Marketing
ACCT-034,LEAD-00933,Enterprise Expansion,Organic Search,2023-05-07,Prospect,Enterprise,37717.0,2,31,9,6,5,1771.59,0.0,9,0,ES,0,Marketing
ACCT-014,LEAD-05710,Enterprise Expansion,Email,2023-03-20,Opportunity,Professional,40548.0,2,31,110,5,3,2502.74,249.99,5,1,AU,0,Marketing
ACCT-029,LEAD-02882,Q3 Growth Sprint,Partner Referral,2023-03-10,Qualified Lead,Standard,67893.0,2,31,711,142,47,14433.47,0.0,8,0,SA,0,Marketing
ACCT-012,LEAD-02379,Digital Retarget,Organic Search,2023-02-28,Closed Won,Professional,69267.0,1,31,778,499,146,999.73,3253.4,7,1,SA,0,Marketing
ACCT-049,LEAD-05342,Q3 Growth Sprint,Organic Search,2023-01-10,Prospect,Starter,9548.0,2,31,0,3,9,3234.59,0.0,8,0,CA,0,Marketing
ACCT-012,LEAD-03262,Digital Retarget,Partner Referral,2023-01-09,Closed Won,Professional,68281.0,1,31,995,417,41,3417.59,2130.65,5,1,ES,0,Marketing
ACCT-012,LEAD-05832,NovaPulse Launch,Partner Referral,2024-11-15,Qualified Lead,Standard,92556.0,1,32,493,352,28,12342.18,0.0,0,0,ES,0,Marketing
ACCT-065,LEAD-05025,Enterprise Expansion,Email,2024-07-11,Lead,Professional,48526.0,2,32,23,23,9,1415.82,0.0,3,0,ES,0,Marketing
ACCT-014,LEAD-00569,NovaPulse Launch,Partner Referral,2024-06-30,Closed Won,Professional,90273.0,1,32,704,853,111,7594.25,3857.4,2,1,ES,0,Marketing
ACCT-012,LEAD-03102,NovaPulse Launch,Organic Search,2024-04-27,Prospect,Standard,19414.0,2,32,2,12,7,2617.83,0.0,8,0,CA,0,Marketing
ACCT-015,LEAD-09449,Digital Retarget,Partner Referral,2024-04-14,Qualified Lead,Enterprise,79761.0,2,32,415,124,11,11148.74,0.0,3,0,SA,0,Marketing
ACCT-029,LEAD-08104,Year-End Accelerator,Organic Search,2024-02-13,Qualified Lead,Enterprise,53312.0,1,32,241,12,25,3820.88,0.0,7,0,ES,0,Marketing
ACCT-081,LEAD-00075,Enterprise Expansion,Paid Social,2024-01-27,Qualified Lead,Standard,41039.0,1,32,34,137,45,5720.13,0.0,8,0,US,0,Marketing
ACCT-047,LEAD-06421,NovaPulse Launch,Partner Referral,2024-01-03,Closed Won,Professional,88347.0,1,32,1050,555,118,12157.01,4117.94,1,1,ES,0,Marketing
ACCT-012,LEAD-03037,NovaEdge Awareness,Partner Referral,2023-12-20,Qualified Lead,Enterprise,50150.0,1,32,135,92,11,9353.52,0.0,5,0,CA,0,Marketing
ACCT-012,LEAD-04698,NovaPulse Launch,Partner Referral,2023-12-20,Qualified Lead,Enterprise,50150.0,1,32,135,92,11,7776.41,0.0,5,0,ES,0,Marketing
ACCT-066,LEAD-00948,NovaPulse Launch,Email,2023-11-11,Prospect,Professional,10245.0,2,32,4,7,13,2123.9,0.0,5,0,ES,0,Marketing
ACCT-012,LEAD-06177,Enterprise Expansion,Organic Search,2023-11-04,Lead,Enterprise,33454.0,2,32,76,56,23,1373.64,0.0,8,0,US,0,Marketing
ACCT-030,LEAD-03517,Digital Retarget,Organic Search,2023-11-01,Opportunity,Professional,40887.0,3,32,50,44,43,897.07,347.18,9,1,ES,0,Marketing
ACCT-066,LEAD-03491,Digital Retarget,Paid Social,2023-10-25,Qualified Lead,Professional,55914.0,2,32,384,364,232,6990.44,0.0,7,0,US,0,Marketing
ACCT-030,LEAD-07610,Q3 Growth Sprint,Paid Social,2023-10-13,Qualified Lead,Professional,37292.0,2,32,275,86,66,5869.87,0.0,8,0,ES,0,Marketing
ACCT-081,LEAD-04377,Q3 Growth Sprint,Paid Social,2023-06-25,Closed Won,Professional,52914.0,2,32,254,44,227,7616.73,885.68,7,1,CA,0,Marketing
ACCT-012,LEAD-09850,Year-End Accelerator,Organic Search,2023-05-13,Prospect,Standard,24884.0,2,32,3,7,3,1411.01,0.0,7,0,ES,0,Marketing
ACCT-012,LEAD-05544,Enterprise Expansion,Direct Mail,2023-04-23,Closed Won,Professional,67384.0,2,32,957,175,107,4400.78,3717.96,5,1,ES,0,Marketing
ACCT-066,LEAD-06497,Digital Retarget,Paid Social,2023-04-19,Qualified Lead,Professional,51651.0,2,32,293,23,92,4855.77,0.0,8,0,AU,0,Marketing
ACCT-059,LEAD-04543,Year-End Accelerator,Partner Referral,2023-04-12,Closed Won,Professional,82497.0,1,32,777,573,203,13997.75,3528.2,4,1,SA,0,Marketing
ACCT-061,LEAD-05117,Digital Retarget,Partner Referral,2023-01-04,Qualified Lead,Standard,32632.0,1,32,63,137,53,4471.65,0.0,5,0,ES,0,Marketing
ACCT-012,LEAD-01448,Q3 Growth Sprint,Email,2025-01-26,Lead,Growth,33562.0,4,33,21,12,3,2632.07,0.0,4,0,IN,0,Marketing
ACCT-080,LEAD-06887,Digital Retarget,Partner Referral,2024-11-20,Qualified Lead,Professional,79146.0,3,33,245,223,16,8424.51,0.0,6,0,DE,0,Marketing
ACCT-012,LEAD-07500,NovaPulse Launch,Partner Referral,2024-11-20,Qualified Lead,Professional,79146.0,3,33,245,223,16,13784.15,0.0,6,0,ES,0,Marketing
ACCT-012,LEAD-02724,NovaPulse Launch,Email,2024-10-23,Prospect,Growth,36143.0,2,33,12,1,6,1612.78,0.0,3,0,ES,0,Marketing
ACCT-068,LEAD-02256,NovaPulse Launch,Organic Search,2024-10-22,Prospect,Growth,27159.0,3,33,17,3,1,807.27,0.0,6,0,ES,0,Marketing
ACCT-012,LEAD-01100,Q3 Growth Sprint,Email,2024-10-17,Lead,Growth,41275.0,4,33,24,22,9,2204.82,0.0,5,0,CA,0,Marketing
ACCT-012,LEAD-07725,Enterprise Expansion,Partner Referral,2024-09-29,Qualified Lead,Standard,76800.0,1,33,173,255,81,13146.25,0.0,1,0,IN,0,Marketing
ACCT-061,LEAD-02612,NovaPulse Launch,Partner Referral,2024-07-11,Closed Won,Professional,75794.0,1,33,754,625,48,6835.05,2778.08,3,1,SA,0,Marketing
ACCT-012,LEAD-00113,Digital Retarget,Email,2024-01-18,Prospect,Professional,30833.0,3,33,11,7,6,662.35,0.0,5,0,ES,0,Marketing
ACCT-012,LEAD-02868,Digital Retarget,Organic Search,2023-10-02,Lead,Enterprise,26518.0,3,33,20,28,2,2397.6,134.45,8,1,US,0,Marketing
ACCT-012,LEAD-04216,NovaPulse Launch,Partner Referral,2023-08-14,Closed Won,Professional,91065.0,1,33,822,108,114,13216.34,3132.77,3,1,ES,0,Marketing
ACCT-067,LEAD-00199,Enterprise Expansion,Partner Referral,2023-07-09,Opportunity,Growth,45183.0,1,33,219,60,12,14127.89,639.14,7,1,CA,0,Marketing
ACCT-012,LEAD-00359,Digital Retarget,Paid Social,2023-07-01,Qualified Lead,Professional,48070.0,2,33,373,83,19,9936.96,0.0,7,0,ES,1,Marketing
ACCT-012,LEAD-08842,Year-End Accelerator,Organic Search,2023-06-11,Prospect,Professional,30372.0,3,33,15,12,7,2280.65,0.0,7,0,ES,0,Marketing
ACCT-012,LEAD-02154,NovaPulse Launch,Organic Search,2023-06-11,Prospect,Professional,30372.0,3,33,15,12,7,924.77,0.0,7,0,ES,0,Marketing
ACCT-012,LEAD-06050,Q3 Growth Sprint,Partner Referral,2023-05-26,Closed Won,Standard,57036.0,2,33,1171,219,47,5411.76,2088.76,9,1,IN,0,Marketing
ACCT-012,LEAD-09204,NovaPulse Launch,Partner Referral,2023-02-17,Qualified Lead,Professional,66731.0,2,33,371,194,141,12484.48,0.0,3,0,ES,0,Marketing
ACCT-012,LEAD-04472,Q3 Growth Sprint,Email,2025-01-28,Lead,Enterprise,35682.0,2,34,23,8,18,565.71,0.0,2,0,AU,0,Marketing
ACCT-016,LEAD-06864,NovaPulse Launch,Email,2024-12-20,Prospect,Growth,10979.0,1,34,8,10,4,1885.05,0.0,5,0,AU,0,Marketing
ACCT-012,LEAD-10617,Enterprise Expansion,Email,2024-12-20,Prospect,Growth,10979.0,1,34,8,10,4,1422.28,0.0,5,0,ES,0,Marketing
ACCT-080,LEAD-03924,Enterprise Expansion,Partner Referral,2024-10-09,Closed Won,Enterprise,57912.0,2,34,801,80,35,12643.94,1756.1,5,1,SA,0,Marketing
ACCT-039,LEAD-05654,Q3 Growth Sprint,Organic Search,2024-10-08,Lead,Professional,36026.0,4,34,20,10,17,2641.82,0.0,6,0,AU,0,Marketing
ACCT-076,LEAD-09216,NovaPulse Launch,Organic Search,2024-08-13,Prospect,Professional,35788.0,3,34,23,11,4,801.75,0.0,6,0,CA,0,Marketing
ACCT-012,LEAD-08086,Year-End Accelerator,Organic Search,2024-06-27,Lead,Professional,42243.0,3,34,48,2,5,1582.52,0.0,7,0,SA,0,Marketing
ACCT-011,LEAD-09097,NovaEdge Awareness,Partner Referral,2024-05-16,Qualified Lead,Professional,46086.0,2,34,244,32,50,14995.14,0.0,4,0,ES,0,Marketing
ACCT-111,LEAD-07631,Digital Retarget,Partner Referral,2024-04-16,Qualified Lead,Growth,61346.0,2,34,562,168,142,11626.44,0.0,3,0,IN,0,Marketing
ACCT-012,LEAD-07275,Enterprise Expansion,Organic Search,2024-04-14,Lead,Growth,33316.0,3,34,79,31,12,2339.93,0.0,6,0,US,0,Marketing
ACCT-031,LEAD-08334,NovaPulse Launch,Organic Search,2024-04-14,Lead,Growth,33316.0,3,34,79,31,12,3192.08,0.0,6,0,ES,0,Marketing
ACCT-068,LEAD-01987,NovaEdge Awareness,Organic Search,2024-04-04,Lead,Starter,21063.0,2,34,1,11,15,3381.69,0.0,6,0,ES,0,Marketing
ACCT-071,LEAD-02281,Q3 Growth Sprint,Organic Search,2024-03-24,Prospect,Professional,33697.0,2,34,4,7,11,758.13,68.99,7,1,DE,0,Marketing
ACCT-014,LEAD-07034,Q3 Growth Sprint,Organic Search,2024-03-09,Lead,Standard,25804.0,2,34,8,9,12,2748.19,0.0,8,0,CA,0,Marketing
ACCT-012,LEAD-02797,NovaEdge Awareness,Partner Referral,2024-02-25,Qualified Lead,Professional,72117.0,2,34,707,171,50,8399.69,0.0,5,0,ES,0,Marketing
ACCT-082,LEAD-03934,Year-End Accelerator,Partner Referral,2024-02-05,Qualified Lead,Professional,61286.0,2,34,356,107,117,11161.31,0.0,5,0,IN,0,Marketing
ACCT-029,LEAD-02493,Enterprise Expansion,Partner Referral,2024-02-05,Qualified Lead,Professional,61286.0,2,34,356,107,117,7134.18,0.0,5,0,DE,0,Marketing
